23:23:04.903,+58:48:37.07,medium/hard,8,5.73668
23:23:04.903,+58:48:37.07,soft/medium,8,4.69923
23:23:04.904,+58:48:29.19,medium/hard,8,5.07537
23:23:05.411,+58:48:25.26,soft/medium,8,4.77762
23:23:05.907,+58:49:28.24,medium/hard,8,4.66973
23:23:05.916,+58:48:37.08,medium/hard,8,4.77229
23:23:06.044,+58:48:26.25,medium/hard,4,4.83164
23:23:06.044,+58:48:26.25,soft/medium,4,4.96461
23:23:06.047,+58:48:08.54,soft/medium,4,5.50072
23:23:06.425,+58:48:21.34,soft/medium,8,8.34151
23:23:06.680,+58:48:15.44,soft/medium,16,5.92603
23:23:06.798,+58:49:05.62,soft/medium,4,5.39017
23:23:06.802,+58:48:38.07,soft/medium,4,4.99145
23:23:07.563,+58:48:32.17,soft/medium,4,5.67634
23:23:07.935,+58:49:24.33,medium/hard,8,4.8011
23:23:07.952,+58:47:38.06,medium/hard,8,6.43616
23:23:08.060,+58:49:37.12,soft/medium,4,6.04679
23:23:08.064,+58:49:09.57,medium/hard,4,5.02967
23:23:08.202,+58:47:55.77,soft/medium,32,6.04546
23:23:08.580,+58:48:08.57,soft/medium,4,5.63084
23:23:08.712,+58:47:36.10,medium/hard,16,5.63411
23:23:08.828,+58:48:47.93,soft/medium,4,5.49518
23:23:08.962,+58:47:57.75,medium/hard,8,4.6643
23:23:09.085,+58:48:24.32,medium/hard,4,4.82656
23:23:09.337,+58:48:32.19,soft/medium,4,5.316
23:23:09.452,+58:49:47.96,soft/medium,8,6.55096
23:23:09.455,+58:49:28.28,medium/hard,8,5.24808
23:23:09.836,+58:49:27.30,soft/medium,4,5.26438
23:23:09.847,+58:48:08.58,soft/medium,4,5.48598
23:23:10.085,+58:49:54.85,soft/medium,4,4.99005
23:23:10.087,+58:49:41.08,soft/medium,4,5.14534
23:23:10.222,+58:48:43.02,soft/medium,32,5.39555
23:23:10.233,+58:47:24.30,medium/hard,32,5.50344
23:23:10.344,+58:49:13.53,medium/hard,4,4.94329
23:23:10.355,+58:47:54.81,soft/medium,4,5.18929
23:23:10.469,+58:49:28.29,soft/medium,8,4.69264
23:23:10.483,+58:47:45.95,medium/hard,8,5.17338
23:23:10.843,+58:50:12.57,soft/medium,4,5.04689
23:23:10.855,+58:48:44.01,soft/medium,4,5.0398
23:23:10.974,+58:49:44.04,soft/medium,8,5.18013
23:23:10.976,+58:49:28.29,soft/medium,8,5.33561
23:23:10.991,+58:47:38.08,soft/medium,8,5.29411
23:23:11.115,+58:47:56.78,soft/medium,4,5.92799
23:23:11.357,+58:49:25.34,medium/hard,4,5.72943
23:23:11.358,+58:49:17.47,soft/medium,4,5.38574
23:23:11.476,+58:50:19.46,soft/medium,8,5.3367
23:23:11.479,+58:49:55.85,medium/hard,8,5.00218
23:23:11.488,+58:48:48.94,soft/medium,8,5.56397
23:23:11.734,+58:49:49.95,soft/medium,16,5.44034
23:23:11.875,+58:47:52.85,medium/hard,4,5.81609
23:23:11.987,+58:49:51.91,medium/hard,8,4.61035
23:23:12.004,+58:47:34.16,medium/hard,8,6.07391
23:23:12.110,+58:50:18.48,medium/hard,4,4.85843
23:23:12.130,+58:47:39.08,medium/hard,4,5.54125
23:23:12.511,+58:47:30.22,soft/medium,8,4.7779
23:23:12.630,+58:48:36.15,medium/hard,4,4.80006
23:23:12.630,+58:48:36.15,soft/medium,4,6.55572
23:23:12.751,+58:49:18.46,medium/hard,16,4.91722
23:23:12.871,+58:50:18.49,medium/hard,4,5.71397
23:23:12.999,+58:50:11.60,soft/medium,8,4.68547
23:23:13.146,+58:47:11.53,medium/hard,4,5.1161
23:23:13.376,+58:50:34.24,medium/hard,4,4.82533
23:23:13.400,+58:47:05.63,medium/hard,4,5.32285
23:23:13.526,+58:47:06.61,medium/hard,8,5.10255
23:23:13.632,+58:50:14.56,medium/hard,4,5.78251
23:23:14.400,+58:49:07.65,soft/medium,4,5.38184
23:23:14.409,+58:47:41.06,medium/hard,4,6.35688
23:23:14.415,+58:46:43.99,medium/hard,4,5.5079
23:23:14.537,+58:47:26.30,medium/hard,8,5.69265
23:23:14.667,+58:46:55.80,medium/hard,4,5.5469
23:23:14.667,+58:46:55.80,soft/medium,4,5.1345
23:23:14.778,+58:49:26.35,medium/hard,16,4.80409
23:23:14.896,+58:50:53.93,soft/medium,4,5.1389
23:23:15.047,+58:46:50.88,soft/medium,8,4.97353
23:23:15.048,+58:46:43.01,soft/medium,8,4.86192
23:23:15.152,+58:50:28.34,soft/medium,4,5.01521
23:23:15.161,+58:49:01.75,soft/medium,4,5.25045
23:23:15.421,+58:47:48.94,medium/hard,4,5.64417
23:23:15.424,+58:47:15.48,soft/medium,4,4.92467
23:23:15.533,+58:50:23.43,medium/hard,8,4.59409
23:23:15.547,+58:47:57.79,soft/medium,8,5.03323
23:23:15.554,+58:46:43.01,soft/medium,8,4.66705
23:23:15.668,+58:48:57.82,soft/medium,4,5.12527
23:23:15.679,+58:47:01.71,medium/hard,4,5.63101
23:23:15.679,+58:47:01.71,soft/medium,4,4.97434
23:23:15.806,+58:46:48.92,medium/hard,16,5.22135
23:23:15.921,+58:48:53.88,medium/hard,4,5.18983
23:23:15.927,+58:47:54.84,medium/hard,4,5.03425
23:23:16.056,+58:47:26.31,medium/hard,8,5.61863
23:23:16.056,+58:47:26.31,soft/medium,8,5.94966
23:23:16.059,+58:46:54.82,medium/hard,8,4.64217
23:23:16.164,+58:50:55.90,soft/medium,4,5.01969
23:23:16.167,+58:50:24.41,medium/hard,4,6.49312
23:23:16.430,+58:48:34.21,soft/medium,4,5.00625
23:23:16.679,+58:49:25.38,medium/hard,4,4.97735
23:23:16.684,+58:48:26.34,soft/medium,4,5.05068
23:23:16.687,+58:47:50.91,medium/hard,4,5.65592
23:23:16.691,+58:47:07.62,medium/hard,4,5.18685
23:23:16.820,+58:46:41.05,medium/hard,16,5.7145
23:23:16.931,+58:49:35.22,medium/hard,4,4.92992
23:23:17.071,+58:46:58.76,soft/medium,8,4.74242
23:23:17.072,+58:46:54.83,medium/hard,8,4.55609
23:23:17.185,+58:49:35.22,medium/hard,4,5.35607
23:23:17.188,+58:48:57.83,medium/hard,4,4.90529
23:23:17.191,+58:48:24.37,soft/medium,4,5.21122
23:23:17.308,+58:50:25.40,medium/hard,64,5.20881
23:23:17.431,+58:51:07.72,medium/hard,4,5.13962
23:23:17.433,+58:50:44.10,soft/medium,4,6.22784
23:23:17.944,+58:49:56.87,soft/medium,4,5.16214
23:23:18.086,+58:46:23.34,soft/medium,8,5.83032
23:23:18.460,+58:47:41.08,soft/medium,4,5.4474
23:23:18.462,+58:47:15.50,medium/hard,4,5.23801
23:23:18.572,+58:51:10.67,medium/hard,8,6.13798
23:23:18.572,+58:51:14.61,soft/medium,8,6.14943
23:23:18.591,+58:46:39.09,medium/hard,8,5.72079
23:23:18.711,+58:48:12.57,medium/hard,4,5.13581
23:23:18.713,+58:47:46.99,soft/medium,4,5.95419
23:23:18.955,+58:50:42.14,medium/hard,4,4.95114
23:23:18.962,+58:48:49.96,soft/medium,4,5.89916
23:23:19.096,+58:47:10.58,soft/medium,8,4.98996
23:23:19.097,+58:46:50.90,medium/hard,8,4.80851
23:23:19.097,+58:46:50.90,soft/medium,8,4.80837
23:23:19.099,+58:46:11.54,medium/hard,8,4.58407
23:23:19.216,+58:48:46.03,soft/medium,4,7.55634
23:23:19.219,+58:47:54.86,medium/hard,4,4.83779
23:23:19.599,+58:47:53.88,medium/hard,8,7.35405
23:23:19.721,+58:49:03.74,soft/medium,4,5.43123
23:23:19.729,+58:47:09.60,medium/hard,4,5.12661
23:23:19.985,+58:46:22.37,medium/hard,4,5.51295
23:23:20.094,+58:51:10.68,medium/hard,8,4.75859
23:23:20.094,+58:51:10.68,soft/medium,8,5.0567
23:23:20.102,+58:48:52.92,medium/hard,8,4.71237
23:23:20.110,+58:46:43.03,soft/medium,8,5.80343
23:23:20.111,+58:46:27.29,medium/hard,8,4.72614
23:23:20.222,+58:50:48.05,medium/hard,4,4.89035
23:23:20.475,+58:51:11.66,medium/hard,4,5.85995
23:23:20.475,+58:51:11.66,soft/medium,4,5.284
